IDs,Sub_ID,Extension,Baitset
TCGA-EM-A22M-01,TCGA-EM-A22M,1,Agilent Custom
TCGA-EM-A22P-01,TCGA-EM-A22P,1,Agilent Custom
TCGA-EM-A2CL-01,TCGA-EM-A2CL,1,Agilent Custom
TCGA-EM-A2CN-01,TCGA-EM-A2CN,1,Agilent Custom
TCGA-EM-A2OZ-01,TCGA-EM-A2OZ,1,Agilent Custom
TCGA-EM-A3SY-01,TCGA-EM-A3SY,1,Agilent Custom
TCGA-EM-A4FH-01,TCGA-EM-A4FH,1,Agilent Custom
TCGA-EM-A4FO-01,TCGA-EM-A4FO,1,Agilent Custom
TCGA-EQ-A4SO-01,TCGA-EQ-A4SO,1,Agilent Custom
TCGA-ER-A194-01,TCGA-ER-A194,1,Agilent Custom
TCGA-ER-A2NB-01,TCGA-ER-A2NB,1,Agilent Custom
TCGA-ET-A2MX-01,TCGA-ET-A2MX,1,Agilent Custom
TCGA-F1-6177-01,TCGA-F1-6177,1,Agilent Custom
TCGA-F1-6874-01,TCGA-F1-6874,1,Agilent Custom
TCGA-F1-6875-01,TCGA-F1-6875,1,Agilent Custom
TCGA-F1-A448-01,TCGA-F1-A448,1,Agilent Custom
TCGA-F2-A44H-01,TCGA-F2-A44H,1,Agilent Custom
TCGA-F2-A8YN-01,TCGA-F2-A8YN,1,Agilent Custom
TCGA-F6-A8O4-01,TCGA-F6-A8O4,1,Agilent Custom
TCGA-F7-7848-01,TCGA-F7-7848,1,Agilent Custom
TCGA-F7-8298-01,TCGA-F7-8298,1,Agilent Custom
TCGA-F7-8489-01,TCGA-F7-8489,1,Agilent Custom
TCGA-F7-A61S-01,TCGA-F7-A61S,1,Agilent Custom
TCGA-F7-A61V-01,TCGA-F7-A61V,1,Agilent Custom
TCGA-F7-A61W-01,TCGA-F7-A61W,1,Agilent Custom
TCGA-F7-A620-01,TCGA-F7-A620,1,Agilent Custom
TCGA-F7-A622-01,TCGA-F7-A622,1,Agilent Custom
TCGA-F7-A623-01,TCGA-F7-A623,1,Agilent Custom
TCGA-F7-A624-01,TCGA-F7-A624,1,Agilent Custom
TCGA-FB-AAPP-01,TCGA-FB-AAPP,1,Agilent Custom
TCGA-FB-AAPQ-01,TCGA-FB-AAPQ,1,Agilent Custom
TCGA-FB-AAPZ-01,TCGA-FB-AAPZ,1,Agilent Custom
TCGA-FB-AAQ0-01,TCGA-FB-AAQ0,1,Agilent Custom
TCGA-FB-AAQ6-01,TCGA-FB-AAQ6,1,Agilent Custom
TCGA-FC-7708-01,TCGA-FC-7708,1,Agilent Custom
TCGA-FC-7961-01,TCGA-FC-7961,1,Agilent Custom
TCGA-FC-A8O0-01,TCGA-FC-A8O0,1,Agilent Custom
TCGA-FD-A3B5-01,TCGA-FD-A3B5,1,Agilent Custom
TCGA-FD-A3B6-01,TCGA-FD-A3B6,1,Agilent Custom
TCGA-FD-A3B7-01,TCGA-FD-A3B7,1,Agilent Custom
TCGA-FD-A3B8-01,TCGA-FD-A3B8,1,Agilent Custom
TCGA-FD-A3N5-01,TCGA-FD-A3N5,1,Agilent Custom
TCGA-FD-A3NA-01,TCGA-FD-A3NA,1,Agilent Custom
TCGA-FD-A3SJ-01,TCGA-FD-A3SJ,1,Agilent Custom
TCGA-FD-A3SL-01,TCGA-FD-A3SL,1,Agilent Custom
TCGA-FD-A3SM-01,TCGA-FD-A3SM,1,Agilent Custom
TCGA-FD-A3SN-01,TCGA-FD-A3SN,1,Agilent Custom
TCGA-FD-A3SO-01,TCGA-FD-A3SO,1,Agilent Custom
TCGA-FD-A3SP-01,TCGA-FD-A3SP,1,Agilent Custom
TCGA-FD-A3SQ-01,TCGA-FD-A3SQ,1,Agilent Custom
TCGA-FD-A43P-01,TCGA-FD-A43P,1,Agilent Custom
TCGA-FD-A43U-01,TCGA-FD-A43U,1,Agilent Custom
TCGA-FD-A43X-01,TCGA-FD-A43X,1,Agilent Custom
TCGA-FD-A43Y-01,TCGA-FD-A43Y,1,Agilent Custom
TCGA-FD-A5BS-01,TCGA-FD-A5BS,1,Agilent Custom
TCGA-FD-A5BT-01,TCGA-FD-A5BT,1,Agilent Custom
TCGA-FD-A5BX-01,TCGA-FD-A5BX,1,Agilent Custom
TCGA-FD-A5C0-01,TCGA-FD-A5C0,1,Agilent Custom
TCGA-FD-A62N-01,TCGA-FD-A62N,1,Agilent Custom
TCGA-FD-A62O-01,TCGA-FD-A62O,1,Agilent Custom
TCGA-FD-A6TA-01,TCGA-FD-A6TA,1,Agilent Custom
TCGA-FD-A6TB-01,TCGA-FD-A6TB,1,Agilent Custom
TCGA-FD-A6TD-01,TCGA-FD-A6TD,1,Agilent Custom
TCGA-FD-A6TE-01,TCGA-FD-A6TE,1,Agilent Custom
TCGA-FD-A6TG-01,TCGA-FD-A6TG,1,Agilent Custom
TCGA-FD-A6TH-01,TCGA-FD-A6TH,1,Agilent Custom
TCGA-FD-A6TI-01,TCGA-FD-A6TI,1,Agilent Custom
TCGA-FD-A6TK-01,TCGA-FD-A6TK,1,Agilent Custom
TCGA-FG-5962-01,TCGA-FG-5962,1,Agilent Custom
TCGA-FG-5964-01,TCGA-FG-5964,1,Agilent Custom
TCGA-FG-6689-01,TCGA-FG-6689,1,Agilent Custom
TCGA-FG-6690-01,TCGA-FG-6690,1,Agilent Custom
TCGA-FG-7636-01,TCGA-FG-7636,1,Agilent Custom
TCGA-FG-8182-01,TCGA-FG-8182,1,Agilent Custom
TCGA-FG-8185-01,TCGA-FG-8185,1,Agilent Custom
TCGA-FG-8188-01,TCGA-FG-8188,1,Agilent Custom
TCGA-FG-8191-01,TCGA-FG-8191,1,Agilent Custom
TCGA-FG-A4MU-01,TCGA-FG-A4MU,1,Agilent Custom
TCGA-FG-A4MX-01,TCGA-FG-A4MX,1,Agilent Custom
TCGA-FG-A6IZ-01,TCGA-FG-A6IZ,1,Agilent Custom
TCGA-FJ-A3Z7-01,TCGA-FJ-A3Z7,1,Agilent Custom
TCGA-FJ-A3Z9-01,TCGA-FJ-A3Z9,1,Agilent Custom
TCGA-FJ-A3ZF-01,TCGA-FJ-A3ZF,1,Agilent Custom
TCGA-FN-7833-01,TCGA-FN-7833,1,Agilent Custom
TCGA-FP-7829-01,TCGA-FP-7829,1,Agilent Custom
TCGA-FP-7916-01,TCGA-FP-7916,1,Agilent Custom
TCGA-FP-7998-01,TCGA-FP-7998,1,Agilent Custom
TCGA-FP-8099-01,TCGA-FP-8099,1,Agilent Custom
TCGA-FP-8631-01,TCGA-FP-8631,1,Agilent Custom
TCGA-FP-A4BE-01,TCGA-FP-A4BE,1,Agilent Custom
TCGA-FP-A4BF-01,TCGA-FP-A4BF,1,Agilent Custom
TCGA-FP-A8CX-01,TCGA-FP-A8CX,1,Agilent Custom
TCGA-FP-A9TM-01,TCGA-FP-A9TM,1,Agilent Custom
TCGA-FR-A3R1-01,TCGA-FR-A3R1,1,Agilent Custom
TCGA-FR-A726-01,TCGA-FR-A726,1,Agilent Custom
TCGA-FS-A1ZN-01,TCGA-FS-A1ZN,1,Agilent Custom
TCGA-FT-A61P-01,TCGA-FT-A61P,1,Agilent Custom
TCGA-FW-A5DX-01,TCGA-FW-A5DX,1,Agilent Custom
TCGA-FY-A3BL-01,TCGA-FY-A3BL,1,Agilent Custom
TCGA-FY-A76V-01,TCGA-FY-A76V,1,Agilent Custom
TCGA-G2-A2EF-01,TCGA-G2-A2EF,1,Agilent Custom
TCGA-G2-A2EK-01,TCGA-G2-A2EK,1,Agilent Custom
TCGA-G2-A2EL-01,TCGA-G2-A2EL,1,Agilent Custom
TCGA-G2-A2ES-01,TCGA-G2-A2ES,1,Agilent Custom
TCGA-G2-A3IE-01,TCGA-G2-A3IE,1,Agilent Custom
TCGA-G2-A3VY-01,TCGA-G2-A3VY,1,Agilent Custom
TCGA-G2-AA3C-01,TCGA-G2-AA3C,1,Agilent Custom
TCGA-G2-AA3D-01,TCGA-G2-AA3D,1,Agilent Custom
TCGA-G2-AA3F-01,TCGA-G2-AA3F,1,Agilent Custom
TCGA-G9-6338-01,TCGA-G9-6338,1,Agilent Custom
TCGA-G9-6342-01,TCGA-G9-6342,1,Agilent Custom
TCGA-G9-6348-01,TCGA-G9-6348,1,Agilent Custom
TCGA-G9-6351-01,TCGA-G9-6351,1,Agilent Custom
TCGA-G9-6362-01,TCGA-G9-6362,1,Agilent Custom
TCGA-G9-6363-01,TCGA-G9-6363,1,Agilent Custom
TCGA-G9-6371-01,TCGA-G9-6371,1,Agilent Custom
TCGA-G9-6377-01,TCGA-G9-6377,1,Agilent Custom
TCGA-G9-6378-01,TCGA-G9-6378,1,Agilent Custom
TCGA-G9-6385-01,TCGA-G9-6385,1,Agilent Custom
TCGA-G9-6496-01,TCGA-G9-6496,1,Agilent Custom
TCGA-G9-6499-01,TCGA-G9-6499,1,Agilent Custom
TCGA-G9-7509-01,TCGA-G9-7509,1,Agilent Custom
TCGA-G9-7510-01,TCGA-G9-7510,1,Agilent Custom
TCGA-G9-7519-01,TCGA-G9-7519,1,Agilent Custom
TCGA-GC-A3BM-01,TCGA-GC-A3BM,1,Agilent Custom
TCGA-GC-A3I6-01,TCGA-GC-A3I6,1,Agilent Custom
TCGA-GC-A3OO-01,TCGA-GC-A3OO,1,Agilent Custom
TCGA-GC-A3RB-01,TCGA-GC-A3RB,1,Agilent Custom
TCGA-GC-A3RC-01,TCGA-GC-A3RC,1,Agilent Custom
TCGA-GC-A3YS-01,TCGA-GC-A3YS,1,Agilent Custom
TCGA-GC-A4ZW-01,TCGA-GC-A4ZW,1,Agilent Custom
TCGA-GD-A6C6-01,TCGA-GD-A6C6,1,Agilent Custom
TCGA-GF-A2C7-01,TCGA-GF-A2C7,1,Agilent Custom
TCGA-GN-A263-01,TCGA-GN-A263,1,Agilent Custom
TCGA-GN-A26C-01,TCGA-GN-A26C,1,Agilent Custom
TCGA-GN-A8LN-01,TCGA-GN-A8LN,1,Agilent Custom
TCGA-GU-A42P-01,TCGA-GU-A42P,1,Agilent Custom
TCGA-GU-A42Q-01,TCGA-GU-A42Q,1,Agilent Custom
TCGA-GU-A42R-01,TCGA-GU-A42R,1,Agilent Custom
TCGA-GU-A762-01,TCGA-GU-A762,1,Agilent Custom
TCGA-GU-A763-01,TCGA-GU-A763,1,Agilent Custom
TCGA-GU-A764-01,TCGA-GU-A764,1,Agilent Custom
TCGA-GU-A766-01,TCGA-GU-A766,1,Agilent Custom
TCGA-GU-A767-01,TCGA-GU-A767,1,Agilent Custom
TCGA-GU-AATO-01,TCGA-GU-AATO,1,Agilent Custom
TCGA-GU-AATP-01,TCGA-GU-AATP,1,Agilent Custom
TCGA-GU-AATQ-01,TCGA-GU-AATQ,1,Agilent Custom
TCGA-GV-A3JX-01,TCGA-GV-A3JX,1,Agilent Custom
TCGA-GV-A3JZ-01,TCGA-GV-A3JZ,1,Agilent Custom
TCGA-GV-A3QF-01,TCGA-GV-A3QF,1,Agilent Custom
TCGA-GV-A3QH-01,TCGA-GV-A3QH,1,Agilent Custom
TCGA-GV-A3QI-01,TCGA-GV-A3QI,1,Agilent Custom
TCGA-GV-A40E-01,TCGA-GV-A40E,1,Agilent Custom
TCGA-GV-A40G-01,TCGA-GV-A40G,1,Agilent Custom
TCGA-GV-A6ZA-01,TCGA-GV-A6ZA,1,Agilent Custom
TCGA-H2-A2K9-01,TCGA-H2-A2K9,1,Agilent Custom
TCGA-H4-A2HO-01,TCGA-H4-A2HO,1,Agilent Custom
TCGA-H7-8501-01,TCGA-H7-8501,1,Agilent Custom
TCGA-H9-7775-01,TCGA-H9-7775,1,Agilent Custom
TCGA-H9-A6BY-01,TCGA-H9-A6BY,1,Agilent Custom
TCGA-HC-7075-01,TCGA-HC-7075,1,Agilent Custom
TCGA-HC-7077-01,TCGA-HC-7077,1,Agilent Custom
TCGA-HC-7081-01,TCGA-HC-7081,1,Agilent Custom
TCGA-HC-7209-01,TCGA-HC-7209,1,Agilent Custom
TCGA-HC-7212-01,TCGA-HC-7212,1,Agilent Custom
TCGA-HC-7213-01,TCGA-HC-7213,1,Agilent Custom
TCGA-HC-7230-01,TCGA-HC-7230,1,Agilent Custom
TCGA-HC-7231-01,TCGA-HC-7231,1,Agilent Custom
TCGA-HC-7232-01,TCGA-HC-7232,1,Agilent Custom
TCGA-HC-7233-01,TCGA-HC-7233,1,Agilent Custom
TCGA-HC-7742-01,TCGA-HC-7742,1,Agilent Custom
TCGA-HC-7745-01,TCGA-HC-7745,1,Agilent Custom
TCGA-HC-7747-01,TCGA-HC-7747,1,Agilent Custom
TCGA-HC-7749-01,TCGA-HC-7749,1,Agilent Custom
TCGA-HC-7750-01,TCGA-HC-7750,1,Agilent Custom
TCGA-HC-8256-01,TCGA-HC-8256,1,Agilent Custom
TCGA-HC-8257-01,TCGA-HC-8257,1,Agilent Custom
TCGA-HC-8259-01,TCGA-HC-8259,1,Agilent Custom
TCGA-HC-8264-01,TCGA-HC-8264,1,Agilent Custom
TCGA-HC-8265-01,TCGA-HC-8265,1,Agilent Custom
TCGA-HC-A4ZV-01,TCGA-HC-A4ZV,1,Agilent Custom
TCGA-HC-A631-01,TCGA-HC-A631,1,Agilent Custom
TCGA-HC-A6AL-01,TCGA-HC-A6AL,1,Agilent Custom
TCGA-HC-A76W-01,TCGA-HC-A76W,1,Agilent Custom
TCGA-HC-A8D0-01,TCGA-HC-A8D0,1,Agilent Custom
TCGA-HC-A9TE-01,TCGA-HC-A9TE,1,Agilent Custom
TCGA-HD-7229-01,TCGA-HD-7229,1,Agilent Custom
TCGA-HD-7753-01,TCGA-HD-7753,1,Agilent Custom
TCGA-HD-7754-01,TCGA-HD-7754,1,Agilent Custom
TCGA-HD-7831-01,TCGA-HD-7831,1,Agilent Custom
TCGA-HD-7832-01,TCGA-HD-7832,1,Agilent Custom
TCGA-HD-8224-01,TCGA-HD-8224,1,Agilent Custom
TCGA-HD-8314-01,TCGA-HD-8314,1,Agilent Custom
TCGA-HD-A633-01,TCGA-HD-A633,1,Agilent Custom
TCGA-HD-A634-01,TCGA-HD-A634,1,Agilent Custom
TCGA-HF-7132-01,TCGA-HF-7132,1,Agilent Custom
TCGA-HF-7134-01,TCGA-HF-7134,1,Agilent Custom
TCGA-HI-7170-01,TCGA-HI-7170,1,Agilent Custom
TCGA-HI-7171-01,TCGA-HI-7171,1,Agilent Custom
TCGA-HQ-A2OE-01,TCGA-HQ-A2OE,1,Agilent Custom
TCGA-HQ-A5ND-01,TCGA-HQ-A5ND,1,Agilent Custom
TCGA-HQ-A5NE-01,TCGA-HQ-A5NE,1,Agilent Custom
TCGA-HT-7469-01,TCGA-HT-7469,1,Agilent Custom
TCGA-HT-7470-01,TCGA-HT-7470,1,Agilent Custom
TCGA-HT-7472-01,TCGA-HT-7472,1,Agilent Custom
TCGA-HT-7473-01,TCGA-HT-7473,1,Agilent Custom
TCGA-HT-7474-01,TCGA-HT-7474,1,Agilent Custom
TCGA-HT-7475-01,TCGA-HT-7475,1,Agilent Custom
TCGA-HT-7476-01,TCGA-HT-7476,1,Agilent Custom
TCGA-HT-7477-01,TCGA-HT-7477,1,Agilent Custom
TCGA-HT-7478-01,TCGA-HT-7478,1,Agilent Custom
TCGA-HT-7483-01,TCGA-HT-7483,1,Agilent Custom
TCGA-HT-7485-01,TCGA-HT-7485,1,Agilent Custom
TCGA-HT-7603-01,TCGA-HT-7603,1,Agilent Custom
TCGA-HT-7604-01,TCGA-HT-7604,1,Agilent Custom
TCGA-HT-7605-01,TCGA-HT-7605,1,Agilent Custom
TCGA-HT-7609-01,TCGA-HT-7609,1,Agilent Custom
TCGA-HT-7611-01,TCGA-HT-7611,1,Agilent Custom
TCGA-HT-7676-01,TCGA-HT-7676,1,Agilent Custom
TCGA-HT-7684-01,TCGA-HT-7684,1,Agilent Custom
TCGA-HT-7687-01,TCGA-HT-7687,1,Agilent Custom
TCGA-HT-7688-01,TCGA-HT-7688,1,Agilent Custom
TCGA-HT-7690-01,TCGA-HT-7690,1,Agilent Custom
TCGA-HT-7854-01,TCGA-HT-7854,1,Agilent Custom
TCGA-HT-7855-01,TCGA-HT-7855,1,Agilent Custom
TCGA-HT-7858-01,TCGA-HT-7858,1,Agilent Custom
TCGA-HT-7873-01,TCGA-HT-7873,1,Agilent Custom
TCGA-HT-7879-01,TCGA-HT-7879,1,Agilent Custom
TCGA-HT-7880-01,TCGA-HT-7880,1,Agilent Custom
TCGA-HT-8011-01,TCGA-HT-8011,1,Agilent Custom
TCGA-HT-8114-01,TCGA-HT-8114,1,Agilent Custom
TCGA-HT-8564-01,TCGA-HT-8564,1,Agilent Custom
TCGA-HT-A5RB-01,TCGA-HT-A5RB,1,Agilent Custom
TCGA-HT-A614-01,TCGA-HT-A614,1,Agilent Custom
TCGA-HT-A617-01,TCGA-HT-A617,1,Agilent Custom
TCGA-HT-A61B-01,TCGA-HT-A61B,1,Agilent Custom
TCGA-HT-A74H-01,TCGA-HT-A74H,1,Agilent Custom
TCGA-HT-A74J-01,TCGA-HT-A74J,1,Agilent Custom
TCGA-HT-A74O-01,TCGA-HT-A74O,1,Agilent Custom
TCGA-HU-8249-01,TCGA-HU-8249,1,Agilent Custom
TCGA-HU-8608-01,TCGA-HU-8608,1,Agilent Custom
TCGA-HU-8610-01,TCGA-HU-8610,1,Agilent Custom
TCGA-HU-A4G6-01,TCGA-HU-A4G6,1,Agilent Custom
TCGA-HU-A4GC-01,TCGA-HU-A4GC,1,Agilent Custom
TCGA-HU-A4GD-01,TCGA-HU-A4GD,1,Agilent Custom
TCGA-HU-A4GF-01,TCGA-HU-A4GF,1,Agilent Custom
TCGA-HU-A4GH-01,TCGA-HU-A4GH,1,Agilent Custom
TCGA-HU-A4GN-01,TCGA-HU-A4GN,1,Agilent Custom
TCGA-HU-A4GQ-01,TCGA-HU-A4GQ,1,Agilent Custom
TCGA-HU-A4GU-01,TCGA-HU-A4GU,1,Agilent Custom
TCGA-HU-A4H5-01,TCGA-HU-A4H5,1,Agilent Custom
TCGA-HU-A4H8-01,TCGA-HU-A4H8,1,Agilent Custom
TCGA-HU-A4HD-01,TCGA-HU-A4HD,1,Agilent Custom
TCGA-HV-A7OL-01,TCGA-HV-A7OL,1,Agilent Custom
TCGA-HV-A7OP-01,TCGA-HV-A7OP,1,Agilent Custom
TCGA-HV-AA8V-01,TCGA-HV-AA8V,1,Agilent Custom
TCGA-HW-7489-01,TCGA-HW-7489,1,Agilent Custom
TCGA-HW-7490-01,TCGA-HW-7490,1,Agilent Custom
TCGA-HW-8320-01,TCGA-HW-8320,1,Agilent Custom
TCGA-HW-8321-01,TCGA-HW-8321,1,Agilent Custom
TCGA-HW-A5KJ-01,TCGA-HW-A5KJ,1,Agilent Custom
TCGA-HW-A5KM-01,TCGA-HW-A5KM,1,Agilent Custom
TCGA-HZ-7918-01,TCGA-HZ-7918,1,Agilent Custom
TCGA-HZ-7926-01,TCGA-HZ-7926,1,Agilent Custom
TCGA-HZ-8001-01,TCGA-HZ-8001,1,Agilent Custom
TCGA-HZ-8002-01,TCGA-HZ-8002,1,Agilent Custom
TCGA-HZ-A49I-01,TCGA-HZ-A49I,1,Agilent Custom
TCGA-HZ-A4BK-01,TCGA-HZ-A4BK,1,Agilent Custom
TCGA-HZ-A77P-01,TCGA-HZ-A77P,1,Agilent Custom
TCGA-HZ-A8P1-01,TCGA-HZ-A8P1,1,Agilent Custom
TCGA-IB-7646-01,TCGA-IB-7646,1,Agilent Custom
TCGA-IB-7886-01,TCGA-IB-7886,1,Agilent Custom
TCGA-IB-7893-01,TCGA-IB-7893,1,Agilent Custom
TCGA-IB-A5SP-01,TCGA-IB-A5SP,1,Agilent Custom
TCGA-IB-A6UF-01,TCGA-IB-A6UF,1,Agilent Custom
TCGA-IB-A7M4-01,TCGA-IB-A7M4,1,Agilent Custom
TCGA-IB-AAUP-01,TCGA-IB-AAUP,1,Agilent Custom
TCGA-IB-AAUQ-01,TCGA-IB-AAUQ,1,Agilent Custom
TCGA-IH-A3EA-01,TCGA-IH-A3EA,1,Agilent Custom
TCGA-IK-7675-01,TCGA-IK-7675,1,Agilent Custom
TCGA-IK-8125-01,TCGA-IK-8125,1,Agilent Custom
TCGA-IM-A4EB-01,TCGA-IM-A4EB,1,Agilent Custom
TCGA-IN-7808-01,TCGA-IN-7808,1,Agilent Custom
TCGA-IN-8462-01,TCGA-IN-8462,1,Agilent Custom
TCGA-IN-8663-01,TCGA-IN-8663,1,Agilent Custom
TCGA-IN-A6RJ-01,TCGA-IN-A6RJ,1,Agilent Custom
TCGA-IN-A6RL-01,TCGA-IN-A6RL,1,Agilent Custom
TCGA-IN-A6RO-01,TCGA-IN-A6RO,1,Agilent Custom
TCGA-IN-A6RS-01,TCGA-IN-A6RS,1,Agilent Custom
TCGA-IN-A7NU-01,TCGA-IN-A7NU,1,Agilent Custom
TCGA-IP-7968-01,TCGA-IP-7968,1,Agilent Custom
TCGA-IQ-7630-01,TCGA-IQ-7630,1,Agilent Custom
TCGA-IQ-A61G-01,TCGA-IQ-A61G,1,Agilent Custom
TCGA-IQ-A61H-01,TCGA-IQ-A61H,1,Agilent Custom
TCGA-IQ-A61I-01,TCGA-IQ-A61I,1,Agilent Custom
TCGA-IQ-A61J-01,TCGA-IQ-A61J,1,Agilent Custom
TCGA-J1-A4AH-01,TCGA-J1-A4AH,1,Agilent Custom
TCGA-J4-8198-01,TCGA-J4-8198,1,Agilent Custom
TCGA-J4-A67N-01,TCGA-J4-A67N,1,Agilent Custom
TCGA-J4-A6G3-01,TCGA-J4-A6G3,1,Agilent Custom
TCGA-J4-A6M7-01,TCGA-J4-A6M7,1,Agilent Custom
TCGA-J4-A83I-01,TCGA-J4-A83I,1,Agilent Custom
TCGA-J4-A83J-01,TCGA-J4-A83J,1,Agilent Custom
TCGA-J4-AATV-01,TCGA-J4-AATV,1,Agilent Custom
TCGA-J4-AAU2-01,TCGA-J4-AAU2,1,Agilent Custom
TCGA-J8-A3O0-01,TCGA-J8-A3O0,1,Agilent Custom
TCGA-J9-A52C-01,TCGA-J9-A52C,1,Agilent Custom
TCGA-J9-A52D-01,TCGA-J9-A52D,1,Agilent Custom
TCGA-J9-A52E-01,TCGA-J9-A52E,1,Agilent Custom
TCGA-J9-A8CL-01,TCGA-J9-A8CL,1,Agilent Custom
TCGA-K4-A3WS-01,TCGA-K4-A3WS,1,Agilent Custom
TCGA-K4-A3WU-01,TCGA-K4-A3WU,1,Agilent Custom
TCGA-K4-A4AB-01,TCGA-K4-A4AB,1,Agilent Custom
TCGA-K4-A4AC-01,TCGA-K4-A4AC,1,Agilent Custom
TCGA-K4-A54R-01,TCGA-K4-A54R,1,Agilent Custom
TCGA-K4-A5RH-01,TCGA-K4-A5RH,1,Agilent Custom
TCGA-K4-A5RJ-01,TCGA-K4-A5RJ,1,Agilent Custom
TCGA-K4-A6MB-01,TCGA-K4-A6MB,1,Agilent Custom
TCGA-K4-A83P-01,TCGA-K4-A83P,1,Agilent Custom
TCGA-K4-AAQO-01,TCGA-K4-AAQO,1,Agilent Custom
TCGA-KB-A93G-01,TCGA-KB-A93G,1,Agilent Custom
TCGA-KB-A93J-01,TCGA-KB-A93J,1,Agilent Custom
TCGA-KC-A4BN-01,TCGA-KC-A4BN,1,Agilent Custom
TCGA-KC-A4BV-01,TCGA-KC-A4BV,1,Agilent Custom
TCGA-KC-A7F3-01,TCGA-KC-A7F3,1,Agilent Custom
TCGA-KC-A7FA-01,TCGA-KC-A7FA,1,Agilent Custom
TCGA-KK-A59V-01,TCGA-KK-A59V,1,Agilent Custom
TCGA-KK-A59X-01,TCGA-KK-A59X,1,Agilent Custom
TCGA-KK-A5A1-01,TCGA-KK-A5A1,1,Agilent Custom
TCGA-KK-A6E1-01,TCGA-KK-A6E1,1,Agilent Custom
TCGA-KK-A6E2-01,TCGA-KK-A6E2,1,Agilent Custom
TCGA-KK-A6E8-01,TCGA-KK-A6E8,1,Agilent Custom
TCGA-KK-A7AV-01,TCGA-KK-A7AV,1,Agilent Custom
TCGA-KK-A7AZ-01,TCGA-KK-A7AZ,1,Agilent Custom
TCGA-KK-A7B2-01,TCGA-KK-A7B2,1,Agilent Custom
TCGA-KK-A8I4-01,TCGA-KK-A8I4,1,Agilent Custom
TCGA-KK-A8I6-01,TCGA-KK-A8I6,1,Agilent Custom
TCGA-KK-A8I7-01,TCGA-KK-A8I7,1,Agilent Custom
TCGA-KK-A8ID-01,TCGA-KK-A8ID,1,Agilent Custom
TCGA-KK-A8IG-01,TCGA-KK-A8IG,1,Agilent Custom
TCGA-KK-A8IH-01,TCGA-KK-A8IH,1,Agilent Custom
TCGA-KK-A8IK-01,TCGA-KK-A8IK,1,Agilent Custom
TCGA-KK-A8IL-01,TCGA-KK-A8IL,1,Agilent Custom
TCGA-KK-A8IM-01,TCGA-KK-A8IM,1,Agilent Custom
TCGA-KQ-A41N-01,TCGA-KQ-A41N,1,Agilent Custom
TCGA-KQ-A41O-01,TCGA-KQ-A41O,1,Agilent Custom
TCGA-KQ-A41P-01,TCGA-KQ-A41P,1,Agilent Custom
TCGA-KQ-A41Q-01,TCGA-KQ-A41Q,1,Agilent Custom
TCGA-L3-A4E7-01,TCGA-L3-A4E7,1,Agilent Custom
TCGA-L6-A4EQ-01,TCGA-L6-A4EQ,1,Agilent Custom
TCGA-L9-A50W-01,TCGA-L9-A50W,1,Agilent Custom
TCGA-L9-A743-01,TCGA-L9-A743,1,Agilent Custom
TCGA-L9-A7SV-01,TCGA-L9-A7SV,1,Agilent Custom
TCGA-LA-A446-01,TCGA-LA-A446,1,Agilent Custom
TCGA-LA-A7SW-01,TCGA-LA-A7SW,1,Agilent Custom
TCGA-LT-A5Z6-01,TCGA-LT-A5Z6,1,Agilent Custom
TCGA-MF-A522-01,TCGA-MF-A522,1,Agilent Custom
TCGA-MK-A4N6-01,TCGA-MK-A4N6,1,Agilent Custom
TCGA-MN-A4N1-01,TCGA-MN-A4N1,1,Agilent Custom
TCGA-MN-A4N4-01,TCGA-MN-A4N4,1,Agilent Custom
TCGA-MN-A4N5-01,TCGA-MN-A4N5,1,Agilent Custom
TCGA-MP-A4SV-01,TCGA-MP-A4SV,1,Agilent Custom
TCGA-MP-A4SW-01,TCGA-MP-A4SW,1,Agilent Custom
TCGA-MP-A4SY-01,TCGA-MP-A4SY,1,Agilent Custom
TCGA-MP-A4T8-01,TCGA-MP-A4T8,1,Agilent Custom
TCGA-MP-A4TC-01,TCGA-MP-A4TC,1,Agilent Custom
TCGA-MP-A4TD-01,TCGA-MP-A4TD,1,Agilent Custom
TCGA-MP-A4TE-01,TCGA-MP-A4TE,1,Agilent Custom
TCGA-MP-A4TI-01,TCGA-MP-A4TI,1,Agilent Custom
TCGA-MT-A7BN-01,TCGA-MT-A7BN,1,Agilent Custom
TCGA-MV-A51V-01,TCGA-MV-A51V,1,Agilent Custom
TCGA-MX-A5UG-01,TCGA-MX-A5UG,1,Agilent Custom
TCGA-MX-A663-01,TCGA-MX-A663,1,Agilent Custom
TCGA-MX-A666-01,TCGA-MX-A666,1,Agilent Custom
TCGA-MZ-A5BI-01,TCGA-MZ-A5BI,1,Agilent Custom
TCGA-MZ-A6I9-01,TCGA-MZ-A6I9,1,Agilent Custom
TCGA-MZ-A7D7-01,TCGA-MZ-A7D7,1,Agilent Custom
TCGA-NC-A5HE-01,TCGA-NC-A5HE,1,Agilent Custom
TCGA-NC-A5HF-01,TCGA-NC-A5HF,1,Agilent Custom
TCGA-NC-A5HG-01,TCGA-NC-A5HG,1,Agilent Custom
TCGA-NC-A5HJ-01,TCGA-NC-A5HJ,1,Agilent Custom
TCGA-NC-A5HN-01,TCGA-NC-A5HN,1,Agilent Custom
TCGA-NC-A5HP-01,TCGA-NC-A5HP,1,Agilent Custom
